URI,Name,Prerequisites,Short Description,long_description,Books,Category
../advancedPlayersGuide/advancedFeats.html#steel-soul,Steel Soul,"Dwarf, hardy racial trait",+4 racial bonus on saves against spells and spell-like abilities,"You are especially resistant to magic.

Prerequisites: Dwarf, hardy racial trait.

Benefit: You receive a +4 racial bonus on saving throws against spells and spell-like abilities. This replaces the normal bonus from the dwarf's hardy racial trait.

Normal: Dwarves normally receive a +2 racial bonus on saving throws against spells and spell-like abilities.",Advanced Player's Guide,Untyped
../coreRulebook/feats.html#step-up,Step Up,Base attack bonus +1,Take a 5-foot step as an immediate action,"You can close the distance when a foe tries to move away.

Prerequisite: Base attack bonus +1.

Benefit: Whenever an adjacent foe attempts to take a 5-foot step away from you, you may also make a 5-foot step as an immediate action so long as you end up adjacent to the foe that triggered this ability. If you take this step, you cannot take a 5-foot step during your next turn. If you take an action to move during your next turn, subtract 5 feet from your total movement.",Core Rulebook,Combat
../monsterCodex/gnolls.html#coordinated-reposition,Coordinated Reposition,Step-Up,Move 5 feet as an immediate action,"You are skilled in coordinating combat positioning with your allies.

Prerequisite: Step-Up.

Benefit: Whenever an ally with this feat who is threatening a creature you are threatening takes a 5-foot step, you can move 5 feet as an immediate action. This movement does not provoke attacks of opportunity.",Monster Codex,Teamwork
../advancedPlayersGuide/advancedFeats.html#following-step,Following Step,"Dex 13, Step Up",Move up to 10 feet as an immediate action,"You can repeatedly close the distance when foes try to move away, without impeding your normal movement.

Prerequisites: Dex 13, Step Up.

Benefit: When using the Step Up feat to follow an adjacent foe, you may move up to 10 feet. You may still take a 5-foot step during your next turn, and any movement you make using this feat does not subtract any distance from your movement during your next turn.

Normal: You can only take a 5-foot step to follow an opponent using Step Up.",Advanced Player's Guide,Combat
../advancedPlayersGuide/advancedFeats.html#step-up-and-strike,Step Up and Strike,"Following Step, base attack bonus +6",Follow adjacent creature and attack as an immediate action,"When a foe tries to move away, you can follow and make an attack.

Prerequisites: Dex 13, Following Step, Step Up, base attack bonus +6.

Benefit: When using the Step Up or Following Step feats to follow an adjacent foe, you may also make a single melee attack against that foe at your highest base attack bonus. This attack counts as one of your attacks of opportunity for the round. Using this feat does not count toward the number of actions you can usually take each round.

Normal: You can usually only take one standard action and one 5-foot step each round.",Advanced Player's Guide,Combat
../coreRulebook/feats.html#still-spell,Still Spell,—,Cast spell without somatic components,"You can cast spells without moving.

Benefit: A stilled spell can be cast with no somatic components. Spells without somatic components are not affected. A stilled spell uses up a spell slot one level higher than the spell's actual level.",Core Rulebook,Metamagic
../advancedRaceGuide/uncommonRaces/svirfneblins.html#stoic-pose,Stoic Pose,Svirfneblin,Make a Stealth check without cover or concealment after finding a suitable spot,"You can hold yourself as still as a statue, evading detection.

Prerequisite: Svirfneblin.

Benefit: By spending 5 rounds finding a suitable location, you can hold yourself so still that you appear to be a Small object such as a pile of rocks. This allows you to make a Stealth check without cover or concealment, as long as you do not move or take any other actions.",Advanced Race Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#stone-faced,Stone-Faced,Dwarf,+4 bonus on Bluff checks to lie or conceal motives,"Rocks show more expression than you.

Prerequisite: Dwarf.

Benefit: You receive a +4 bonus on Bluff checks to lie or conceal your feelings or true motives, but not to feint in combat or deliver secret messages. In addition, the DC for Sense Motive checks to get a hunch about you is 25 rather than 20.",Advanced Player's Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#stone-singer,Stone Singer,"Cha 13, bardic performance, dwarf",Gain benefits to bardic performance underground and  against earth creatures,"Your songs are in accordance with the ways and lands of your people.

Prerequisites: Cha 13, bardic performance class feature, dwarf.

Benefit: When you use bardic performance with audible components underground, the range or area of your chosen performance is doubled, and you can affect deaf creatures if they possess tremorsense and are in your new range. In addition, the DC for saving throws against your bardic performance is increased by +2 for creatures of the earth subtype, regardless of where the performance occurs.",Advanced Player's Guide,Untyped
../advancedRaceGuide/featuredRaces/oreads.html#stony-step,Stony Step,Oread,Move through 5 ft. of earth- or stone-based difficult terrain as if it were normal terrain,"The earth recognizes its kinship with you and does not impede your movement.

Prerequisite: Oread.

Benefit: Whenever you move, you may move through 5 feet of earth- or stone-based difficult terrain (rubble, stone stairs, and so on) each round as if it were normal terrain. The effects of this feat stack with similar feats such as Acrobatic Steps and Nimble Moves. This feat allows you to take a 5-foot step into this kind of difficult terrain.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/oreads.html#oread-burrower,Oread Burrower,"Stony Step, character level 9th, oread",Gain a burrow speed 1/2 your base speed,"The ground parts for you at the slightest touch, allowing you to dig with great speed.

Prerequisites: Stony Step, character level 9th, oread.

Benefit: You gain a burrow speed equal to 1/2 your base speed. You can burrow through sand, dirt, clay, gravel, or similar materials, but not solid stone. You do not leave a hole behind, nor is your passage marked on the surface.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/oreads.html#oread-earth-glider,Oread Earth Glider,"Oread Burrower, Stony Step, character level 13th, oread",Gain the earth glide universal monster ability,"The earth welcomes you, showing you the secret paths through sand and soil.

Prerequisites: Oread Burrower, Stony Step, character level 13th, oread.

Benefit: You gain the earth glide universal monster ability and can use it to travel at your full base speed through sand, dirt, clay, gravel, or similar materials. If protected against fire damage, you can even burrow through lava. You can burrow through solid stone at 1/2 your base speed.",Advanced Race Guide,Untyped
../advancedClassGuide/feats.html#stouthearted,Stouthearted,Raging song class feature,Use raging song to reroll failed saves against fear effects,"You fight back your fear by voicing the song in your heart.

Prerequisite: Raging song class feature.

Benefit: While you're maintaining a raging song, if you fail a saving throw against a fear effect, you can expend a round of performing to reroll your saving throw as an immediate action. You must keep this second result, even if it's lower.",Advanced Class Guide,Untyped
../coreRulebook/feats.html#strike-back,Strike Back,Base attack bonus +11,Attack foes that strike you while using reach,"You can strike at foes that attack you using their superior reach, by targeting their limbs or weapons as they come at you.

Prerequisite: Base attack bonus +11.

Benefit: You can ready an action to make a melee attack against any foe that attacks you in melee, even if the foe is outside of your reach.",Core Rulebook,Combat
../mythicAdventures/mythicFeats.html#strike-back-mythic,Strike Back - Mythic,Strike Back,Move toward the subject of your readied action attack,"Your precise counterattacks degrade your foes' advantages in combat.

Prerequisite: Strike Back.

Benefit: When you make a melee attack as a readied action against a foe outside your melee reach, you can take a 5-foot step toward that foe. If you expend one use of mythic power, you can move your speed toward the foe instead. Neither of these counts toward the movement made during your turn.",Mythic Adventures,Mythic
../ultimateCombat/ultimateCombatFeats.html#strong-comeback,Strong Comeback,—,Add a +2 bonus on all rerolls,"You learn quickly from past mistakes.

Benefit: Whenever you are allowed to reroll an ability check, a skill check, or a saving throw, you gain a +2 circumstance bonus on the reroll.",Ultimate Combat,Untyped
../mythicAdventures/mythicFeats.html#strong-comeback-mythic,Strong Comeback - Mythic,Strong Comeback,"When rerolling, roll twice and take the higher result","You never make the same mistake twice.

Prerequisite: Strong Comeback.

Benefit: Whenever you're allowed to reroll an ability check, a skill check, or a saving throw, roll two dice and take the higher result, before adding the bonus from Strong Comeback.",Mythic Adventures,Mythic
../occultAdventures/feats.html#strong-implement-link,Strong Implement Link,Implement class feature,Cast spells away from an implement more easily,"Your connection to a particular implement allows you to draw on its power more efficiently even when it's not in your possession.

Prerequisite: Implements class feature.

Benefit: When you are within 30 feet of your implement, you don't need to attempt a concentration check to cast spells associated with that implement. When you are at a greater distance, the DC for the concentration check is equal to 15 + the spell's level.

Normal: Anytime you attempt to cast a spell using an implement that's not in your possession, you must succeed at a concentration check with a DC equal to 20 + the spell's level in order to cast the spell.

Special: You can take this feat multiple times. Its effects don't stack. Each time you take the feat, you gain the benefits for a different school of implements. If you have more than one implement of a single school, you can select that school multiple times and apply the benefits to another one of those implements each time you take this feat and select that school.",Occult Adventures,Untyped
../advancedPlayersGuide/advancedFeats.html#summoner's-call,Summoner's Call,Eidolon class feature,Your eidolon gets a bonus when summoned,"Whenever you summon your eidolon, it is more powerful for a brief period of time.

Prerequisite: Eidolon class feature.

Benefit: Whenever you summon your eidolon, you may give it a +2 enhancement bonus to its Strength, Dexterity, or Constitution. This bonus lasts 10 minutes after the summoning ritual is complete.",Advanced Player's Guide,Untyped
../advancedRaceGuide/coreRaces/halflings.html#sure-and-fleet,Sure and Fleet,"Fleet of foot racial trait, halfling",Gain a +2 racial bonus on Acrobatics and Climb checks,"You are both fast and careful.

Prerequisites: Fleet of foot racial trait, halfling.

Benefit: You gain a +2 racial bonus on Acrobatics and Climb checks.",Advanced Race Guide,Untyped
../ultimateCombat/ultimateCombatFeats.html#sure-grasp,Sure Grasp,Climb 1 rank,"When climbing, roll twice and take the highest result","Your quick reflexes and skill at climbing keep you from falling to your doom.

Prerequisite: Climb 1 rank.

Benefit: Roll twice while climbing or when making a Reflex save to avoid falling, and take the higher result.",Ultimate Combat,Untyped
../monsterCodex/frostGiants.html#sure-on-ice,Sure on Ice,Frost giant,Move across ice and snow without penalty; gain +4 bonus on Climb checks to climb ice,"You move on ice and snow as if it were dry ground.

Prerequisite: Frost giant.

Benefit: You can move across icy and snowy surfaces without penalty, and don't need to attempt Acrobatics checks to run or charge on ice. You gain a +4 bonus on Climb checks to climb ice.",Monster Codex,Untyped
../advancedRaceGuide/coreRaces/humans.html#surge-of-success,Surge of Success,Human,"Gain +2 circumstance bonus on attack roll, saving throw, skill check, or ability check when you confirm a critical hit or roll a natural 20 on a saving throw","Your success drives your further actions.

Prerequisite: Human.

Benefit: When you confirm a critical hit or roll a natural 20 on a saving throw, you gain a +2 circumstance bonus on a single attack roll, saving throw, skill check, or ability check of your choice before the end of your next turn. You must choose to use this bonus before you make the attack roll, saving throw, skill check, or ability check.",Advanced Race Guide,Untyped
../advancedPlayersGuide/advancedFeats.html#swap-places,Swap Places,—,Switch places with an adjacent ally,"You are skilled at changing places with your ally during a chaotic melee.

Benefit: Whenever you are adjacent to an ally who also has this feat, you can move into your ally's square as part of normal movement. At the same time, your ally moves into your previous space as an immediate action. Both you and your ally must be willing and able to move to take advantage of this feat. Your ally must be the same size as you to utilize this feat. Your ally does not provoke an attack of opportunity from this movement, but you provoke as normal. This movement does not count against your ally's movement on his next turn.",Advanced Player's Guide,"Combat,Teamwork"
../advancedClassGuide/feats.html#improved-swap-places,Improved Swap Places,Swap Places,"When you use Swap Places, your ally can be smaller or larger and your movement does not provoke attacks of opportunity","When you switch places with your comrade, your sizes don't matter.

Prerequisite: Swap Places.

Benefit: When you and your ally use Swap Places, your ally can be up to one size larger or smaller than you, and your movement into the ally's square does not provoke attacks of opportunity. If your ally cannot fit into the space you had been occupying and there are no available adjacent squares to accommodate the rest of the ally's space, the ally must squeeze. Alternatively, as part of its movement, the ally can attempt a bull rush combat maneuver against a creature that occupies a space your ally would occupy, but this bull rush cannot move the creature more than 5 feet.

Normal: Using Swap Places requires you and your ally to be the same size, and your movement into the ally's square provokes attacks of opportunity.",Advanced Class Guide,"Combat,Teamwork"
../monsterCodex/lizardfolk.html#swift-swimmer,Swift Swimmer,"Lizardfolk, swim speed",Swim speed increases by 15 feet,"You are a faster swimmer than other members of your race.

Prerequisites: Lizardfolk, swim speed.

Benefit: Your swim speed increases by 15 feet.",Monster Codex,Untyped
../advancedRaceGuide/coreRaces/halfOrcs.html#sympathetic-rage,Sympathetic Rage,"Half-orc or orc, nonlawful",Gain rage effects when an adjacent ally is raging,"Seeing an ally rage fills you with your own fury.

Prerequisites: Half-orc or orc, nonlawful.

Benefit: Whenever you are adjacent to an ally who is raging, you may choose to enter a similar but less powerful rage as a free action on your turn. This weaker rage gives you all the benefits and penalties of a barbarian's rage, except your morale bonus to Strength and Constitution is only +2. There is no limit to how long you can rage, as long as you remain adjacent to a raging ally (for example, you could take a 5-foot step away from one raging ally toward another raging ally and maintain your rage). As with a barbarian's rage, when this weaker rage ends, you are fatigued. You cannot use this feat if you are fatigued.",Advanced Race Guide,Combat
../advancedRaceGuide/featuredRaces/kobolds.html#tail-terror,Tail Terror,"Base attack bonus +1, kobold",Make a tail slap attack that deals 1d4 points of bludgeoning damage,"You have strengthened your tail enough to make slap attacks with it.

Prerequisites: Base attack bonus +1, kobold.

Benefit: You can make a tail slap attack with your tail. This is a secondary natural attack that deals 1d4 points of bludgeoning damage. Furthermore, you can augment your tail slap attack with a kobold tail attachment. For the purpose of weapon feats, you are considered proficient with all kobold tail attachments.",Advanced Race Guide,Combat
../monsterCodex/serpentfolk.html#tail-weapon,Tail Weapon,"Base attack bonus +1, serpentfolk",Make a tail slap attack that deals 1d6 points of bludgeoning damage,"You have strengthened your tail enough that you can use it to make slap attacks and augment your balance.

Prerequisites: Base attack bonus +1, serpentfolk.

Benefit: You can make a tail slap attack with your tail. This is a secondary natural attack that deals 1d6 points of bludgeoning damage. You also gain a +2 racial bonus on Acrobatics checks to balance and to your CMD against maneuvers that attempt to move you from your square.",Monster Codex,Combat
../advancedClassGuide/feats.html#talented-magician,Talented Magician,"Major magic rogue talent, minor magic rogue talent",Gain additional uses of spell-like abilities,"Roguish magic comes easily to you.

Prerequisites: Major magic rogue talent, minor magic rogue talent.

Benefit: You gain an additional daily use of each of your minor magic and major magic rogue talents.

Special: You can take this feat multiple times. Each time you do, you gain an additional daily use of each talent.",Advanced Class Guide,Untyped
../ultimateCombat/ultimateCombatFeats.html#tandem-trip,Tandem Trip,—,"When you make a trip against an opponent threatened by any ally, roll twice and take the higher result","You know how to work together to trip your foes.

Benefit: Whenever you attempt a trip combat maneuver against an enemy threatened by an ally with this feat, you roll twice and take the better result.",Ultimate Combat,Teamwork
../advancedPlayersGuide/advancedFeats.html#taunt,Taunt,"Cha 13, Small size or smaller",Demoralize opponents with Bluff instead of Intimidate,"You may be small, but your remarks cut others down to size.

Prerequisites: Cha 13, Small size or smaller.

Benefit: You can demoralize opponents using Bluff rather than Intimidate (see the Intimidate skill description for details) and take no skill check penalty for being smaller than your target.",Advanced Player's Guide,Untyped
../ultimateCombat/ultimateCombatFeats.html#team-pickpocketing,Team Pickpocketing,"Bluff 1 rank, Sleight of Hand 1 rank","When ally makes a Bluff check, you can pick opponent's pocket as an immediate action","You distract a mark with friendly conversation while your partner robs the victim blind.

Prerequisites: Bluff 1 rank, Sleight of Hand 1 rank.

Benefit: Whenever an ally with this feat succeeds a Bluff check to feint an opponent, if you are adjacent to that creature, you can spend an immediate action to make a Sleight of Hand check to pickpocket that opponent and gain a +4 bonus on that attempt.",Ultimate Combat,Teamwork
../technologyGuide/feats.html#technologist,Technologist,—,Can use skills with technological subjects,"You are familiar with the basic mechanics of technology.

Benefit: You are considered to be trained in any skill used against a technology-based subject. If the skill in question requires training to use even against non-technological subjects, you must still have ranks in that skill in order to gain the benefit of Technologist.

Normal: You treat all skill checks made against technology as if they were untrained skill checks. This may mean that you cannot attempt certain skill checks, even if you possess ranks in the skill in question.",Technology Guide,Untyped
,Craft Cybernetics,"Technologist, Heal 9 ranks, Knowledge (engineering) 9 ranks",Create and install cybertech,,,Untyped
,Craft Pharmaceutical,"Technologist, Heal 9 ranks, Knowledge (nature) 9 ranks",Create pharmaceutical items,,,Untyped
,Craft Technological Arms and Armor,"Technologist, Craft (mechanical) 7ranks, Knowledge (engineering) 7 ranks",Create technological weapons and armor,,,Untyped
,Craft Technological Item,"Technologist, Craft (mechanical) 5 ranks, Knowledge (engineering) 4 ranks)",Create technological items,,,Untyped
../monsterCodex/serpentfolk.html#telepathic-distraction,Telepathic Distraction,"Cha 15, serpentfolk",Weaken a target's resistance to mind-affecting effects,"Your mastery of mental communication lets you assault and weaken the minds of your opponents.

Prerequisites: Cha 15, serpentfolk.

Benefit: As a standard action, you can focus your telepathy on one creature within range to weaken its resistance to mental attacks. The target must succeed at a Will save (DC = 10 + 1/2 your Hit Dice + your Charisma modifier) or take 1d6 points of nonlethal damage and take a –2 penalty against mind-affecting effects; the penalty lasts for 1d6 rounds. This is a mind-affecting effect. You can use this ability a number of times per day equal to 1/2 your Hit Dice.",Monster Codex,Untyped
../advancedRaceGuide/featuredRaces/tengus.html#tengu-wings,Tengu Wings,"Character level 5th, tengu","Once per day, you can sprout a pair of giant black crow's wings, granting you a fly speed of 30 feet (average maneuverability) (as beast shape I)","You can grow wings that allow you to fly.

Prerequisites: Character level 5th, tengu.

Benefit: Once per day, you can sprout a pair of giant black crow's wings, granting you a fly speed of 30 feet (average maneuverability). This spell-like ability otherwise functions as beast shape I (though you do not gain any other benefits of that spell) with a caster level equal to your level.",Advanced Race Guide,Untyped
../advancedRaceGuide/featuredRaces/tengus.html#tengu-raven-form,Tengu Raven Form,"Tengu Wings, character level 7th, tengu","Once per day, assume the form of a Large raven (as beast shape II)","You can shift into the form of a giant black raven.

Prerequisites: Tengu Wings, character level 7th, tengu.

Benefit: Once per day, you can take the form of a Large black bird resembling a raven, granting you a fly speed of 60 feet (good maneuverability), a +4 size bonus to your Strength, a –2 penalty to your Dexterity, and a +4 natural armor bonus. This spell-like ability otherwise functions as beast shape II with a caster level equal to your level.",Advanced Race Guide,Untyped
../ultimateMagic/ultimateMagicFeats.html#theurgy,Theurgy,"Wis 13, Int or Cha 13, ability to cast 1st-level arcane spells, ability to cast 1st-level divine spells",Augment arcane spells with divine energy and divine spells with arcane energy,"You can blend the power of arcane and divine magic.

Prerequisites: Wis 13, Int or Cha 13, able to cast 1st-level arcane spells, able to cast 1st-level divine spells.

Benefit: You can augment the power of your divine spells with arcane energy and augment your arcane spells with divine energy.

When casting a divine spell, you may sacrifice an arcane spell slot or arcane prepared spell of that spell's level or higher as a swift action. The caster level for that divine spell increases by +1.

When casting an arcane spell, you may sacrifice a divine spell slot or prepared divine spell of the same or higher level as a swift action. Half the damage dealt by the arcane spell becomes holy (if you channel positive energy) or unholy (if you channel negative energy).",Ultimate Magic,Untyped
../ultimateCampaign/characterBackground/storyFeats.html#thief-of-legend,Thief of Legend,"Steal 1,000 gp of treasure without getting caught; have Greed background","Once per day, roll twice on Disable Device or Sleight of Hand and take the better result","More than just a burglar, you aspire to commit crimes of legendary stature.

Prerequisites: You must have stolen at least 1,000 gp worth of treasure without being caught and kept mementos of these thefts worth at least 500 gp, or have the Greed background.

Benefit: Once per day when you attempt a Disable Device check to open a lock or Sleight of Hand check to pick a pocket, you can roll twice and take the better result.

Goal: Steal a famous and well-guarded treasure worth at least 50,000 gp while leaving no evidence of your involvement behind. The treasure must be protected by a mix of at least 8 traps or challenging foes. Any guardians need not be defeated, merely bypassed. You don't need to keep the treasure, and you can boast of the theft afterward.

Completion Benefit: You gain the ability to reactively disarm a trap. When you trigger a trap, you can attempt a Disable Device check with a —5 penalty to interrupt the trap's function, leaving it still armed but effectively preventing it from activating. You can use this ability a number of times per day equal to 3 + your Intelligence modifier. Since the trap is still armed, it might activate again if you don't immediately back away or otherwise avoid repeating the act that set it off the first time.",Ultimate Campaign,Story
../ultimateMagic/ultimateMagicFeats.html#thoughtful-discernment,Thoughtful Discernment,Discern lies class feature,"Detect lies in a statement you heard, even hours after it has been uttered","Thinking back, you discover a lie in what you once thought to be words of truth.

Prerequisite: Discern lies class feature.

Benefit: Once per day as a free action, you can think back about a single statement you heard in the last day and determine if it was a lie. This acts like the discern lies spell, but instead of affecting a creature, it affects a single statement a creature has made.

For example, if the king told you, ""My daughter is in the monster's dungeon"" before you left to find her, as long as the king said that to you within the past day, you can use this feat to determine whether or not the king deliberately and knowingly lied to you when he made that statement.",Ultimate Magic,Untyped
../advancedRaceGuide/coreRaces/halfOrcs.html#thrill-of-the-kill,Thrill of the Kill,"Half-orc or orc, rage class feature",Regain 1 round of rage when you reduce an enemy to negative hit points or kill them,"Killing fuels your rage.

Prerequisites: Half-orc or orc, rage class feature.

Benefit: When you are raging and your attack reduces an enemy to negative hit points or kills it, you regain 1 round of rage. You may only use this feat if the fallen enemy had at least as many Hit Dice as you. You can only gain this benefit once per round.",Advanced Race Guide,Untyped
../monsterCodex/boggards.html#throat-pouch,Throat Pouch,"Boggard, terrifying croak",Increase range of terrifying croak by 5 ft. for every 2 HD you have,"You can swell your throat to amplify and broadcast your vocalizations over vast distances.

Prerequisites: Boggard, terrifying croak.

Benefits: The range of your terrifying croak ability increases by 5 feet for every 2 Hit Dice you have (maximum 30-foot increase). While speaking Boggard or wordlessly vocalizing, you can swell your throat pouch as a free action to reduce the Perception DC needed to hear your voice by an amount equal to your Hit Dice.

Special: The benefits of Throat Pouch and any feats that use it as a prerequisite are available only while you're wearing light, medium, or no armor.",Monster Codex,Untyped
../monsterCodex/boggards.html#sonic-croak,Sonic Croak,"Throat Pouch, boggard, terrifying croak",Deal sonic damage to targets in 15 ft. cone,"Your croak creates powerful sound waves that you can direct at fragile targets.

Prerequisites: Throat Pouch*, boggard, terrifying croak.

Benefits: When you use your terrifying croak ability, instead of it imparting its normal effect, you can choose to deal 1d4 points of sonic damage to creatures in a 15-foot cone (Fortitude half). The DC of this Fortitude save is the same as that of your terrifying croak. For every 3 Hit Dice you possess, the damage dealt increases by 1d4.

Special: The Throat Pouch feat increases the size of this feat's cone by 5 feet for every 6 HD you have, not every 2 HD.",Monster Codex,Untyped
../monsterCodex/boggards.html#stunning-croak,Stunning Croak,"Sonic Croak, Throat Pouch, boggard, terrifying croak",Stun one crature within 30 ft.,"The terrifying force of your croak disorients and debilitates your enemies.

Prerequisites: Sonic Croak*, Throat Pouch*, boggard, terrifying croak.

Benefits: When you use your terrifying croak ability, instead of imparting its normal effect you can choose to stun one creature within 30 feet for 1 round. If the target succeeds at a Fortitude save, it is instead staggered for 1 round. The DC of this Fortitude save is the same as that of your terrifying croak ability.",Monster Codex,Untyped
../coreRulebook/feats.html#throw-anything,Throw Anything,—,No penalties for improvised ranged weapons,"You are used to throwing things you have on hand.

Benefit: You do not suffer any penalties for using an improvised ranged weapon. You receive a +1 circumstance bonus on attack rolls made with thrown splash weapons.

Normal: You take a –4 penalty on attack rolls made with an improvised weapon.",Core Rulebook,Combat
../ultimateCombat/ultimateCombatFeats.html#raging-hurler,Raging Hurler,"Rage class feature, Throw Anything",Throw a two-handed weapon as a standard action,"An opponent can do little to evade your wrathful pitching of weapons and objects.

Prerequisites: Rage class feature, Throw Anything.

Benefit: While raging, you can throw a two-handed weapon as a standard action, and you double the range increment for weapons you throw. If you also have the Quick Draw feat, you can throw two-handed weapons at your full normal rate of attacks. Further, you can pick up an unattended object that you can use as a improvised weapon within your reach as part of the attack action to throw that item.",Ultimate Combat,Untyped
../ultimateMagic/ultimateMagicFeats.html#ricochet-splash-weapon,Ricochet Splash Weapon,"Dex 13, Throw Anything",Make an attack roll with a splash weapon if it misses and lands in another creature's square,"Even when your thrown splash weapons miss, they are especially dangerous.

Prerequisites: Dex 13, Throw Anything.

Benefit: Whenever your splash weapon misses and the misdirection roll indicates it lands in a square occupied by a creature, you may make an attack roll (at a –5 penalty) as if you had thrown the splash weapon at that creature. If this attack roll succeeds, the splash weapon hits and the creature takes full damage instead of splash damage. Squares adjacent to this creature still take splash damage as normal.

Normal: A thrown splash weapon that misses deals splash damage in the square where it lands and in adjacent squares.",Ultimate Magic,Untyped
../mythicAdventures/mythicFeats.html#throw-anything-mythic,Throw Anything - Mythic,Throw Anything,Gain a +2 bonus on attack and damage rolls with improvised thrown weapons and splash weapons,"You're so skilled at throwing weapons that it hardly matters what you throw.

Prerequisite: Throw Anything.

Benefit: You gain a +2 bonus on attack rolls and damage rolls made using an improvised thrown weapon or splash weapon. This bonus stacks with the bonus from the non-mythic Throw Anything feat. If you miss with a thrown splash weapon, it always lands adjacent to its target regardless of how many range increments it was thrown.",Mythic Adventures,Mythic
../advancedPlayersGuide/advancedFeats.html#thundering-spell,Thundering Spell,—,Deafen creature with spell damage,"You can conjure your spells into existence with blaring thunder or fearful shrieks, deafening creatures damaged by their effects.

Benefit: You can modify a spell to deafen a creature damaged by the spell. When a creature takes damage from this spell, it becomes deafened for a number of rounds equal to the original level of the spell. If the spell allows a saving throw, a successful save negates the deafening effect. If the spell does not allow a save, the target can make a Fortitude save to negate the deafening effect. If the spell effect also causes the creature to become deafened, the duration of this metamagic effect is added to the duration of the spell. A thundering spell uses up a spell slot two levels higher than the spell's actual level.

Spells that do not inflict damage do not benefit from this feat.",Advanced Player's Guide,Metamagic
../ultimateMagic/ultimateMagicFeats.html#toppling-spell,Toppling Spell,—,Spell with the sonic descriptor knocks targets prone,"Your spells with the force descriptor knock the affected creatures prone.

Benefit: The impact of your force spell is strong enough to knock the target prone. If the target takes damage, fails its saving throw, or is moved by your force spell, make a trip check against the target, using your caster level plus your casting ability score bonus (Wisdom for clerics, Intelligence for wizards, and so on). This does not provoke an attack of opportunity. If the check fails, the target cannot attempt to trip you or the force effect in response.

A toppling spell only affects spells with the force descriptor. A toppling spell uses up a spell slot one level higher than the spell's actual level.",Ultimate Magic,Metamagic
../coreRulebook/feats.html#toughness,Toughness,—,"+3 hit points, +1 per Hit Die beyond 3","You have enhanced physical stamina.

Benefit: You gain +3 hit points. For every Hit Die you possess beyond 3, you gain an additional +1 hit point. If you have more than 3 Hit Dice, you gain +1 hit points whenever you gain a Hit Die (such as when you gain a level).",Core Rulebook,Untyped
../advancedRaceGuide/featuredRaces/orcs.html#reverse-feint,Reverse-Feint,"Toughness, base attack bonus +1, orc",Make a melee attack as an immediate action against an adjacent opponent who took advantage of an opening,"You can goad an opponent into attacking you in order to make your counter attack all the more powerful.

Prerequisites: Toughness, base attack bonus +1, orc.

Benefit: As a move action, you can leave a gap in your defenses for one adjacent opponent to use. If the opponent attacks you on its next turn, it gains a +4 bonus on its attack roll. Whether or not the opponent successfully hits, you may attack it as an immediate action with a single melee attack, gaining a +2 bonus on your attack roll.",Advanced Race Guide,Combat
../monsterCodex/duergar.html#tough-as-iron,Tough as Iron,"Toughness, duergar",Enhancement bonuses to natural armor increase by 2,"Effects that grant natural armor work even better for you.

Prerequisites: Toughness, duergar.

Benefit: When you gain an enhancement bonus to your natural armor, that bonus increases by 2. This has no effect if your natural armor bonus is +0 or you do not have an enhancement bonus increasing your natural armor bonus.",Monster Codex,Untyped
../mythicAdventures/mythicFeats.html#toughness-mythic,Toughness - Mythic,Toughness,"Gain twice as many hit points, and gain DR 10/epic below 0 hit points","You have legendary resilience and durability.

Prerequisite: Toughness.

Benefit: Toughness provides you twice as many hit points. In addition, when you're below 0 hit points, you gain DR 10/epic. This DR stacks with any other DR/epic you might possess.",Mythic Adventures,Mythic
../ultimateCampaign/characterBackground/storyFeats.html#town-tamer,Town Tamer,Intimidate 5 ranks; have Bounty Hunter or Champion of the People background,Increase DC of Intimidate checks against you by 10 in a particular settlement; +1 bonus on attack and dodge bonus to AC,"This town needs cleaning up, and you're just the one to do it.

Prerequisites: You must have 5 ranks in Intimidate and a personal motivation to clean up a particular town (such as an old friend calling in a favor, or seeking a place to settle down), or you must have the Bounty Hunter or Champion of the People background.

Benefit: Choose a particular settlement. When you're in your chosen settlement, the DC of Intimidate checks made against you increases by 10. You gain a +1 bonus on attack rolls and a +1 dodge bonus to AC against undesirable elements like criminals or ruffians in your chosen settlement. This bonus increases to +2 for combat maneuver checks.

Goal: Defeat 10 more troublemakers in your chosen settlement with a CR equal to your character level or higher, and in the process eliminate a serious criminal threat or otherwise clean up the streets.

Completion Benefit: You gain the ability to designate a new chosen settlement as often as you wish. You must first live in a settlement for 1 week to make it your chosen settlement. In addition, you gain a +2 bonus on initiative checks and a +1 bonus on saving throws when in your chosen settlement.",Ultimate Campaign,Story
../advancedRaceGuide/coreRaces/dwarves.html#toxic-recovery,Toxic Recovery,"Dwarf, hardy racial trait",Heal 1 point of ability damage when you succeed at a saving throw against a poison,"Your system recuperates from the effects of poisons with astonishing speed.

Prerequisites: Dwarf, hardy racial trait.

Benefit: Whenever you succeed at a saving throw against poison, you heal 1 point of ability damage of the type dealt by the poison. Whenever you heal ability damage naturally or magically, you heal 1 additional point of ability damage. This feat has no effect on penalties to ability scores or ability drain.",Advanced Race Guide,Untyped
